,topk,alpha_topk,alpha_sparsity,alpha_gt_acc,alpha_pred_acc,alpha_kld
434,14,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
435,15,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
436,16,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
437,17,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
438,18,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
439,19,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
440,0,0.0,0.0,0.0,0.0,4.230648517608643
441,1,1.0,0.125,0.0,0.0,4.394968509674072
442,2,2.0,0.25,0.0,0.0,4.27078104019165
443,3,3.0,0.375,0.0,0.0,3.37216854095459
444,4,4.0,0.5,0.0,0.0,2.1714372634887695
445,5,5.0,0.625,0.0,0.0,2.1338257789611816
446,6,6.0,0.75,1.0,1.0,0.16810087859630585
447,7,7.0,0.875,1.0,1.0,0.0008803645614534616
448,8,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
449,9,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
450,10,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
451,11,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
452,12,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
453,13,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
454,14,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
455,15,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
456,16,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
457,17,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
458,18,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
459,19,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
460,0,0.0,0.0,0.0,0.0,4.221336841583252
461,1,1.0,0.1428571492433548,0.0,0.0,4.385487079620361
462,2,2.0,0.2857142984867096,0.0,0.0,3.8059868812561035
463,3,3.0,0.4285714328289032,0.0,0.0,3.3637521266937256
464,4,4.0,0.5714285969734192,0.0,0.0,2.164330005645752
465,5,5.0,0.7142857313156128,1.0,1.0,0.014909897930920124
466,6,6.0,0.8571428656578064,1.0,1.0,1.483422238379717e-07
467,7,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
468,8,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
469,9,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
470,10,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
471,11,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
472,12,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
473,13,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
474,14,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
475,15,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
476,16,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
477,17,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
478,18,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
479,19,7.0,1.0,1.0,1.0,-4.6196584335689295e-09
480,0,0.0,0.0,0.0,0.0,4.230648517608643
481,1,1.0,0.125,0.0,0.0,4.394968509674072
482,2,2.0,0.25,0.0,0.0,4.27078104019165
483,3,3.0,0.375,0.0,0.0,3.37216854095459
484,4,4.0,0.5,0.0,0.0,2.1714372634887695
485,5,5.0,0.625,0.0,0.0,2.1338257789611816
486,6,6.0,0.75,1.0,1.0,0.16810087859630585
487,7,7.0,0.875,1.0,1.0,0.0008803645614534616
488,8,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
489,9,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
490,10,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
491,11,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
492,12,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
493,13,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
494,14,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
495,15,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
496,16,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
497,17,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
498,18,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
499,19,8.0,1.0,1.0,1.0,-2.6821403764643037e-08
500,0,0.0,0.0,0.0,0.0,4.046468257904053
501,1,1.0,0.0714285746216774,0.0,0.0,4.207097053527832
502,2,2.0,0.1428571492433548,0.0,0.0,3.6400668621063232
503,3,3.0,0.2142857164144516,0.0,0.0,3.562936305999756
504,4,4.0,0.2857142984867096,0.0,0.0,3.520289421081543
505,5,5.0,0.3571428656578064,0.0,0.0,3.3195483684539795
506,6,6.0,0.4285714328289032,0.0,0.0,3.433135747909546
507,7,7.0,0.5,0.0,0.0,3.4104137420654297
508,8,8.0,0.5714285969734192,0.0,0.0,3.42934250831604
509,9,9.0,0.6428571343421936,1.0,1.0,0.005906077101826668
510,10,10.0,0.7142857313156128,1.0,1.0,0.0014410410076379776
511,11,10.0,0.7142857313156128,1.0,1.0,0.0014410410076379776
512,12,12.0,0.8571428656578064,1.0,1.0,-7.357357389992103e-09
513,13,13.0,0.9285714030265808,1.0,1.0,2.1704737562799892e-08
514,14,14.0,1.0,1.0,1.0,2.1704737562799892e-08
515,15,14.0,1.0,1.0,1.0,2.1704737562799892e-08
516,16,14.0,1.0,1.0,1.0,2.1704737562799892e-08
517,17,14.0,1.0,1.0,1.0,2.1704737562799892e-08
518,18,14.0,1.0,1.0,1.0,2.1704737562799892e-08
519,19,14.0,1.0,1.0,1.0,2.1704737562799892e-08
520,0,0.0,0.0,0.0,0.0,4.2311601638793945
521,1,1.0,0.1111111119389534,0.0,0.0,4.39548921585083
522,2,2.0,0.2222222238779068,0.0,0.0,3.815354585647583
523,3,3.0,0.3333333432674408,0.0,0.0,3.3726305961608887
524,4,4.0,0.4444444477558136,0.0,0.0,2.171828031539917
525,5,5.0,0.5555555820465088,0.0,0.0,2.134214162826538
526,6,6.0,0.6666666865348816,0.0,0.0,2.14422869682312
527,7,7.0,0.7777777910232544,1.0,1.0,0.0009064020123332739
528,8,8.0,0.8888888955116272,1.0,1.0,1.4472607290372252e-07
529,9,9.0,1.0,1.0,1.0,2.6360432059391314e-08
530,10,9.0,1.0,1.0,1.0,2.6360432059391314e-08
531,11,9.0,1.0,1.0,1.0,2.6360432059391314e-08
532,12,9.0,1.0,1.0,1.0,2.6360432059391314e-08
533,13,9.0,1.0,1.0,1.0,2.6360432059391314e-08
534,14,9.0,1.0,1.0,1.0,2.6360432059391314e-08
535,15,9.0,1.0,1.0,1.0,2.6360432059391314e-08
536,16,9.0,1.0,1.0,1.0,2.6360432059391314e-08
537,17,9.0,1.0,1.0,1.0,2.6360432059391314e-08
538,18,9.0,1.0,1.0,1.0,2.6360432059391314e-08
539,19,9.0,1.0,1.0,1.0,2.6360432059391314e-08
540,0,0.0,0.0,0.0,0.0,4.231142520904541
541,1,1.0,0.1111111119389534,0.0,0.0,4.395471096038818
542,2,2.0,0.2222222238779068,0.0,0.0,4.271275997161865
543,3,3.0,0.3333333432674408,0.0,0.0,3.372614622116089
544,4,4.0,0.4444444477558136,0.0,0.0,2.171814203262329
545,5,5.0,0.5555555820465088,1.0,1.0,0.01656872034072876
546,6,6.0,0.6666666865348816,1.0,1.0,0.16828495264053345
547,7,7.0,0.7777777910232544,1.0,1.0,0.0009055049158632755
548,8,8.0,0.8888888955116272,1.0,1.0,2.3474422050639987e-07
549,9,9.0,1.0,1.0,1.0,0.0
550,10,9.0,1.0,1.0,1.0,0.0
551,11,9.0,1.0,1.0,1.0,0.0
552,12,9.0,1.0,1.0,1.0,0.0
553,13,9.0,1.0,1.0,1.0,0.0
554,14,9.0,1.0,1.0,1.0,0.0
555,15,9.0,1.0,1.0,1.0,0.0
556,16,9.0,1.0,1.0,1.0,0.0
557,17,9.0,1.0,1.0,1.0,0.0
558,18,9.0,1.0,1.0,1.0,0.0
559,19,9.0,1.0,1.0,1.0,0.0
560,0,0.0,0.0,0.0,0.0,4.231142520904541
561,1,1.0,0.1111111119389534,0.0,0.0,4.395471096038818
562,2,2.0,0.2222222238779068,0.0,0.0,4.271275997161865
563,3,3.0,0.3333333432674408,0.0,0.0,3.372614622116089
564,4,4.0,0.4444444477558136,0.0,0.0,2.171814203262329
565,5,5.0,0.5555555820465088,1.0,1.0,0.01656872034072876
566,6,6.0,0.6666666865348816,1.0,1.0,0.16828495264053345
567,7,7.0,0.7777777910232544,1.0,1.0,0.0009055049158632755
568,8,8.0,0.8888888955116272,1.0,1.0,2.3474422050639987e-07
569,9,9.0,1.0,1.0,1.0,0.0
570,10,9.0,1.0,1.0,1.0,0.0
571,11,9.0,1.0,1.0,1.0,0.0
572,12,9.0,1.0,1.0,1.0,0.0
573,13,9.0,1.0,1.0,1.0,0.0
574,14,9.0,1.0,1.0,1.0,0.0
575,15,9.0,1.0,1.0,1.0,0.0
576,16,9.0,1.0,1.0,1.0,0.0
577,17,9.0,1.0,1.0,1.0,0.0
578,18,9.0,1.0,1.0,1.0,0.0
579,19,9.0,1.0,1.0,1.0,0.0
580,0,0.0,0.0,0.0,0.0,4.04672908782959
581,1,1.0,0.0714285746216774,0.0,0.0,4.207364082336426
582,2,2.0,0.1428571492433548,0.0,0.0,3.6403138637542725
583,3,3.0,0.2142857164144516,0.0,0.0,3.207681179046631
584,4,4.0,0.2857142984867096,0.0,0.0,3.5205321311950684
585,5,5.0,0.3571428656578064,0.0,0.0,3.319784164428711
586,6,6.0,0.4285714328289032,1.0,1.0,0.5285031795501709
587,7,7.0,0.5,1.0,1.0,0.003532686270773411
588,8,8.0,0.5714285969734192,1.0,1.0,5.849741864949465e-05
589,9,8.0,0.5714285969734192,1.0,1.0,5.849741864949465e-05
590,10,10.0,0.7142857313156128,1.0,1.0,1.5428813640028238e-05
591,11,11.0,0.7857142686843872,1.0,1.0,4.101602826267481e-07
592,12,11.0,0.7857142686843872,1.0,1.0,4.101602826267481e-07
593,13,11.0,0.7857142686843872,1.0,1.0,4.101602826267481e-07
594,14,14.0,1.0,1.0,1.0,1.808790628388124e-08
595,15,14.0,1.0,1.0,1.0,1.808790628388124e-08
596,16,14.0,1.0,1.0,1.0,1.808790628388124e-08
597,17,14.0,1.0,1.0,1.0,1.808790628388124e-08
598,18,14.0,1.0,1.0,1.0,1.808790628388124e-08
599,19,14.0,1.0,1.0,1.0,1.808790628388124e-08
600,0,0.0,0.0,0.0,0.0,4.2310919761657715
601,1,1.0,0.09090909361839294,0.0,0.0,4.395419597625732
602,2,2.0,0.1818181872367859,0.0,0.0,4.271225452423096
603,3,3.0,0.27272728085517883,0.0,0.0,3.3725693225860596
604,4,4.0,0.3636363744735718,0.0,0.0,3.3621225357055664
605,5,5.0,0.4545454680919647,1.0,1.0,0.01655992493033409
606,6,6.0,0.5454545617103577,1.0,1.0,8.116743993014097e-05
607,7,7.0,0.6363636255264282,1.0,1.0,0.0009028958156704903
608,8,8.0,0.7272727489471436,1.0,1.0,6.670149741694331e-05
609,9,8.0,0.7272727489471436,1.0,1.0,6.670149741694331e-05
610,10,8.0,0.7272727489471436,1.0,1.0,6.670149741694331e-05
611,11,11.0,1.0,1.0,1.0,-1.526118964534362e-08
612,12,11.0,1.0,1.0,1.0,-1.526118964534362e-08
613,13,11.0,1.0,1.0,1.0,-1.526118964534362e-08
614,14,11.0,1.0,1.0,1.0,-1.526118964534362e-08
615,15,11.0,1.0,1.0,1.0,-1.526118964534362e-08
616,16,11.0,1.0,1.0,1.0,-1.526118964534362e-08
617,17,11.0,1.0,1.0,1.0,-1.526118964534362e-08
618,18,11.0,1.0,1.0,1.0,-1.526118964534362e-08
619,19,11.0,1.0,1.0,1.0,-1.526118964534362e-08
620,0,0.0,0.0,0.0,0.0,4.231142520904541
621,1,1.0,0.1111111119389534,0.0,0.0,4.395471096038818
622,2,2.0,0.2222222238779068,0.0,0.0,4.271275997161865
623,3,3.0,0.3333333432674408,0.0,0.0,3.372614622116089
624,4,4.0,0.4444444477558136,0.0,0.0,2.171814203262329
625,5,5.0,0.5555555820465088,1.0,1.0,0.01656872034072876
626,6,6.0,0.6666666865348816,1.0,1.0,0.16828495264053345
627,7,7.0,0.7777777910232544,1.0,1.0,0.0009055049158632755
628,8,8.0,0.8888888955116272,1.0,1.0,2.3474422050639987e-07
629,9,9.0,1.0,1.0,1.0,0.0
630,10,9.0,1.0,1.0,1.0,0.0
631,11,9.0,1.0,1.0,1.0,0.0
632,12,9.0,1.0,1.0,1.0,0.0
633,13,9.0,1.0,1.0,1.0,0.0
634,14,9.0,1.0,1.0,1.0,0.0
635,15,9.0,1.0,1.0,1.0,0.0
636,16,9.0,1.0,1.0,1.0,0.0
637,17,9.0,1.0,1.0,1.0,0.0
638,18,9.0,1.0,1.0,1.0,0.0
639,19,9.0,1.0,1.0,1.0,0.0
640,0,0.0,0.0,0.0,0.0,4.039405345916748
641,1,0.0,0.0,0.0,0.0,4.039405345916748
642,2,2.0,0.20000000298023224,0.0,0.0,3.6333906650543213
643,3,3.0,0.30000001192092896,0.0,0.0,3.5563337802886963
644,4,3.0,0.30000001192092896,0.0,0.0,3.5563337802886963
645,5,5.0,0.5,0.0,0.0,3.3131794929504395
646,6,5.0,0.5,0.0,0.0,3.3131794929504395
647,7,7.0,0.699999988079071,1.0,1.0,0.00013865972869098186
648,8,8.0,0.800000011920929,1.0,1.0,1.3981014490127563e-05
649,9,8.0,0.800000011920929,1.0,1.0,1.3981014490127563e-05
650,10,10.0,1.0,1.0,1.0,1.2759756806701716e-08
651,11,10.0,1.0,1.0,1.0,1.2759756806701716e-08
652,12,10.0,1.0,1.0,1.0,1.2759756806701716e-08
653,13,10.0,1.0,1.0,1.0,1.2759756806701716e-08
654,14,10.0,1.0,1.0,1.0,1.2759756806701716e-08
655,15,10.0,1.0,1.0,1.0,1.2759756806701716e-08
656,16,10.0,1.0,1.0,1.0,1.2759756806701716e-08
657,17,10.0,1.0,1.0,1.0,1.2759756806701716e-08
658,18,10.0,1.0,1.0,1.0,1.2759756806701716e-08
659,19,10.0,1.0,1.0,1.0,1.2759756806701716e-08
660,0,0.0,0.0,0.0,0.0,4.2311601638793945
661,1,1.0,0.1111111119389534,0.0,0.0,4.39548921585083
662,2,2.0,0.2222222238779068,0.0,0.0,3.815354585647583
663,3,3.0,0.3333333432674408,0.0,0.0,3.3726305961608887
664,4,4.0,0.4444444477558136,0.0,0.0,2.171828031539917
665,5,5.0,0.5555555820465088,0.0,0.0,2.134213924407959
666,6,6.0,0.6666666865348816,0.0,0.0,2.14422869682312
667,7,7.0,0.7777777910232544,1.0,1.0,0.0009064020123332739
668,8,8.0,0.8888888955116272,1.0,1.0,1.4472607290372252e-07
669,9,9.0,1.0,1.0,1.0,2.6360432059391314e-08
670,10,9.0,1.0,1.0,1.0,2.6360432059391314e-08
671,11,9.0,1.0,1.0,1.0,2.6360432059391314e-08
672,12,9.0,1.0,1.0,1.0,2.6360432059391314e-08
673,13,9.0,1.0,1.0,1.0,2.6360432059391314e-08
674,14,9.0,1.0,1.0,1.0,2.6360432059391314e-08
675,15,9.0,1.0,1.0,1.0,2.6360432059391314e-08
676,16,9.0,1.0,1.0,1.0,2.6360432059391314e-08
677,17,9.0,1.0,1.0,1.0,2.6360432059391314e-08
678,18,9.0,1.0,1.0,1.0,2.6360432059391314e-08
679,19,9.0,1.0,1.0,1.0,2.6360432059391314e-08
680,0,0.0,0.0,0.0,0.0,4.039405345916748
681,1,0.0,0.0,0.0,0.0,4.039405345916748
682,2,2.0,0.20000000298023224,0.0,0.0,3.6333906650543213
683,3,3.0,0.30000001192092896,0.0,0.0,3.5563337802886963
684,4,3.0,0.30000001192092896,0.0,0.0,3.5563337802886963
685,5,5.0,0.5,0.0,0.0,3.3131794929504395
686,6,5.0,0.5,0.0,0.0,3.3131794929504395
687,7,7.0,0.699999988079071,1.0,1.0,0.00013865972869098186
688,8,8.0,0.800000011920929,1.0,1.0,1.3981014490127563e-05
689,9,8.0,0.800000011920929,1.0,1.0,1.3981014490127563e-05
690,10,10.0,1.0,1.0,1.0,1.2759756806701716e-08
691,11,10.0,1.0,1.0,1.0,1.2759756806701716e-08
692,12,10.0,1.0,1.0,1.0,1.2759756806701716e-08
693,13,10.0,1.0,1.0,1.0,1.2759756806701716e-08
694,14,10.0,1.0,1.0,1.0,1.2759756806701716e-08
695,15,10.0,1.0,1.0,1.0,1.2759756806701716e-08
696,16,10.0,1.0,1.0,1.0,1.2759756806701716e-08
697,17,10.0,1.0,1.0,1.0,1.2759756806701716e-08
698,18,10.0,1.0,1.0,1.0,1.2759756806701716e-08
699,19,10.0,1.0,1.0,1.0,1.2759756806701716e-08
